reviews,reviewers,date_reviews,rating,course_id
Fantastic course everything was very well explained!!!,By Andrew B,"Jul 09, 2020",5,financial-markets-global
Highly Recommended for behavioral finance enthusiasts.,By Yeasin A A,"Jul 07, 2020",5,financial-markets-global
"Muy recomendable, el profesor domina altamente el tema",By Gonzalo C M M,"Jun 18, 2020",5,financial-markets-global
Amazing course! Especially for the non-finance people.,By Mrinal J,"Jun 17, 2020",5,financial-markets-global
It was Amazing course get lots of knowledge. Thank you ,By Nikhil J ,"May 20, 2020",5,financial-markets-global
Very interesting and useful course. Thank you so much!,By Shchelkonogova E E,"May 12, 2020",5,financial-markets-global
Very well designed course and very engaging professor!,By Syed M A,"May 07, 2020",5,financial-markets-global
"lots of learning in different way, thank you Professor",By Subodh K N,"May 01, 2020",5,financial-markets-global
i learnt a lot about finance its a happy movement.....,By rohith m,"Mar 07, 2020",5,financial-markets-global
"excellent course, very didactic and easy to understand",By David A R M,"Feb 11, 2020",5,financial-markets-global
Thank you Professor Shiller for such an inspiring course ,By Stella X,"Jan 29, 2019",5,financial-markets-global
Excellent course lead by the BEST economist in the world,By Michael B,"Jun 18, 2018",5,financial-markets-global
Valuable insights both for finance and general knowledge,By Vítor N P,"Feb 04, 2018",5,financial-markets-global
Very Good course. It's comprehensive and knowledgeable.,By Vishesh S,"Sep 16, 2020",5,financial-markets-global
This is an very essential course for a business studen.    ,By Md. S F S,"Sep 05, 2020",5,financial-markets-global
Curso que me deu um ótimo panorama do mundo financeiro!,By Gabriel R C,"Aug 29, 2020",5,financial-markets-global
It was great opportunity to be a part of this course!!!,By Sahil V,"Aug 21, 2020",5,financial-markets-global
The professor explain it so clearly! Thank you so much!,By ming g,"Jun 23, 2020",5,financial-markets-global
Very helpful in getting to know about financial markets,By Akshay K,"Jun 16, 2020",5,financial-markets-global
Thank you very much for this opportunity! Just loved it,By Lucas G,"Jun 13, 2020",5,financial-markets-global
Really helpful and interesting course. I learned a lot!,By Catalina R,"Apr 23, 2020",5,financial-markets-global
It was thought provoking course with practical insights ,By Salim H,"Apr 08, 2020",5,financial-markets-global
Great Professor.  I'm learning a lot from the lectures.,By Mahmia R,"Jul 26, 2019",5,financial-markets-global
Best course studied in Coursera so Far!!! Outstanding!!,By Shaival D,"Jun 25, 2018",5,financial-markets-global
"Excellent course, would strongly recommend to anybody.",By Barry B,"Sep 04, 2020",5,financial-markets-global
Fantastic course everything was very well explained!!!,By Andrew B,"Jul 09, 2020",5,financial-markets-global
Highly Recommended for behavioral finance enthusiasts.,By Yeasin A A,"Jul 07, 2020",5,financial-markets-global
"Muy recomendable, el profesor domina altamente el tema",By Gonzalo C M M,"Jun 18, 2020",5,financial-markets-global
Amazing course! Especially for the non-finance people.,By Mrinal J,"Jun 17, 2020",5,financial-markets-global
It was Amazing course get lots of knowledge. Thank you ,By Nikhil J ,"May 20, 2020",5,financial-markets-global
Very interesting and useful course. Thank you so much!,By Shchelkonogova E E,"May 12, 2020",5,financial-markets-global
Very well designed course and very engaging professor!,By Syed M A,"May 07, 2020",5,financial-markets-global
"lots of learning in different way, thank you Professor",By Subodh K N,"May 01, 2020",5,financial-markets-global
i learnt a lot about finance its a happy movement.....,By rohith m,"Mar 07, 2020",5,financial-markets-global
"excellent course, very didactic and easy to understand",By David A R M,"Feb 11, 2020",5,financial-markets-global
Thank you Professor Shiller for such an inspiring course ,By Stella X,"Jan 29, 2019",5,financial-markets-global
Excellent course lead by the BEST economist in the world,By Michael B,"Jun 18, 2018",5,financial-markets-global
Valuable insights both for finance and general knowledge,By Vítor N P,"Feb 04, 2018",5,financial-markets-global
Very Good course. It's comprehensive and knowledgeable.,By Vishesh S,"Sep 16, 2020",5,financial-markets-global
This is an very essential course for a business studen.    ,By Md. S F S,"Sep 05, 2020",5,financial-markets-global
Curso que me deu um ótimo panorama do mundo financeiro!,By Gabriel R C,"Aug 29, 2020",5,financial-markets-global
It was great opportunity to be a part of this course!!!,By Sahil V,"Aug 21, 2020",5,financial-markets-global
The professor explain it so clearly! Thank you so much!,By ming g,"Jun 23, 2020",5,financial-markets-global
Very helpful in getting to know about financial markets,By Akshay K,"Jun 16, 2020",5,financial-markets-global
Thank you very much for this opportunity! Just loved it,By Lucas G,"Jun 13, 2020",5,financial-markets-global
Really helpful and interesting course. I learned a lot!,By Catalina R,"Apr 23, 2020",5,financial-markets-global
It was thought provoking course with practical insights ,By Salim H,"Apr 08, 2020",5,financial-markets-global
Great Professor.  I'm learning a lot from the lectures.,By Mahmia R,"Jul 26, 2019",5,financial-markets-global
Best course studied in Coursera so Far!!! Outstanding!!,By Shaival D,"Jun 25, 2018",5,financial-markets-global
"Excellent course, would strongly recommend to anybody.",By Barry B,"Sep 04, 2020",5,financial-markets-global
Fantastic course everything was very well explained!!!,By Andrew B,"Jul 09, 2020",5,financial-markets-global
Highly Recommended for behavioral finance enthusiasts.,By Yeasin A A,"Jul 07, 2020",5,financial-markets-global
"Muy recomendable, el profesor domina altamente el tema",By Gonzalo C M M,"Jun 18, 2020",5,financial-markets-global
Amazing course! Especially for the non-finance people.,By Mrinal J,"Jun 17, 2020",5,financial-markets-global
It was Amazing course get lots of knowledge. Thank you ,By Nikhil J ,"May 20, 2020",5,financial-markets-global
Very interesting and useful course. Thank you so much!,By Shchelkonogova E E,"May 12, 2020",5,financial-markets-global
Very well designed course and very engaging professor!,By Syed M A,"May 07, 2020",5,financial-markets-global
"lots of learning in different way, thank you Professor",By Subodh K N,"May 01, 2020",5,financial-markets-global
i learnt a lot about finance its a happy movement.....,By rohith m,"Mar 07, 2020",5,financial-markets-global
"excellent course, very didactic and easy to understand",By David A R M,"Feb 11, 2020",5,financial-markets-global
"Truly inspiring, excellent course, love the professor.",By Hong X,"Apr 01, 2019",5,financial-markets-global
A really useful and must-do course for finance lovers.,By Alexandros G,"Mar 31, 2019",5,financial-markets-global
Very clear and interesting concepts. Great professor.,By Rubén A G E,"Oct 03, 2020",5,financial-markets-global
massively beneficial course with an amazing professor,By Marwan I,"Sep 21, 2020",5,financial-markets-global
Great course for understanding of finance in general.,By Guilherme C M,"Aug 29, 2020",5,financial-markets-global
it is very informative and a career beneficial course,By Paul V,"Aug 20, 2020",5,financial-markets-global
Great course and profesor Robert Shiller is excellent ,By Florencia G ,"Aug 16, 2020",5,financial-markets-global
Very interesting perspective on the financial market!,By Lucas O C,"Jun 29, 2020",5,financial-markets-global
Great insights but it's more of American perspective.,By ANUKRUTI G,"Jun 26, 2020",5,financial-markets-global
LOVE THIS COURSE AND LOOKING FORWARD TO TAKING MORE:),By Mariam A B ,"Jun 19, 2020",5,financial-markets-global
Its good and helps to improve the financial knowledge ,By RAJESHWARI R,"Jun 19, 2020",5,financial-markets-global
Nice and got more information about financial markets,By Jani W L,"Jun 10, 2020",5,financial-markets-global
"The Best way to spend free time, absolutely to try!!!",By Alessandro C,"May 15, 2020",5,financial-markets-global
Good course to have an overview of financial markets.,By Jose G C A,"May 07, 2020",5,financial-markets-global
Good course for basic financial markets understanding,By Shirish,"Mar 24, 2020",5,financial-markets-global
Thanks for such a meaning financial course like this. ,By huongbtt6,"Sep 10, 2019",5,financial-markets-global
Excelente curso para aprender de mercados financieros,By Jean I,"Nov 23, 2018",5,financial-markets-global
"like this course, really broaden my view of the world",By Dennis Z,"Jun 24, 2018",5,financial-markets-global
Amazing to learn from such a knowledgeable professor.,By Akriti R,"May 07, 2018",5,financial-markets-global
"accessible, varied, high level insights, entertaining",By Floh T,"Feb 03, 2018",5,financial-markets-global
"Comprehensive, well presented and always interesting! ",By Petrus C J,"Sep 16, 2017",5,financial-markets-global
course era is an excellent platform for the students,By Alex B M,"Sep 24, 2020",5,financial-markets-global
exclent and very useful course to improve your skill,By ODAI T A,"Sep 17, 2020",5,financial-markets-global
Excellent material to learn how modern finance works,By Rafael D L,"Sep 09, 2020",5,financial-markets-global
Fantastic course. Prof. Shiller simply illuminating.,By Agostino N ,"Aug 29, 2020",5,financial-markets-global
"Truly inspiring, excellent course, love the professor.",By Hong X,"Apr 01, 2019",5,financial-markets-global
A really useful and must-do course for finance lovers.,By Alexandros G,"Mar 31, 2019",5,financial-markets-global
Very clear and interesting concepts. Great professor.,By Rubén A G E,"Oct 03, 2020",5,financial-markets-global
massively beneficial course with an amazing professor,By Marwan I,"Sep 21, 2020",5,financial-markets-global
Great course for understanding of finance in general.,By Guilherme C M,"Aug 29, 2020",5,financial-markets-global
it is very informative and a career beneficial course,By Paul V,"Aug 20, 2020",5,financial-markets-global
Great course and profesor Robert Shiller is excellent ,By Florencia G ,"Aug 16, 2020",5,financial-markets-global
Very interesting perspective on the financial market!,By Lucas O C,"Jun 29, 2020",5,financial-markets-global
Great insights but it's more of American perspective.,By ANUKRUTI G,"Jun 26, 2020",5,financial-markets-global
LOVE THIS COURSE AND LOOKING FORWARD TO TAKING MORE:),By Mariam A B ,"Jun 19, 2020",5,financial-markets-global
Its good and helps to improve the financial knowledge ,By RAJESHWARI R,"Jun 19, 2020",5,financial-markets-global
Nice and got more information about financial markets,By Jani W L,"Jun 10, 2020",5,financial-markets-global
"The Best way to spend free time, absolutely to try!!!",By Alessandro C,"May 15, 2020",5,financial-markets-global
Good course to have an overview of financial markets.,By Jose G C A,"May 07, 2020",5,financial-markets-global
Good course for basic financial markets understanding,By Shirish,"Mar 24, 2020",5,financial-markets-global
Thanks for such a meaning financial course like this. ,By huongbtt6,"Sep 10, 2019",5,financial-markets-global
Excelente curso para aprender de mercados financieros,By Jean I,"Nov 23, 2018",5,financial-markets-global
"like this course, really broaden my view of the world",By Dennis Z,"Jun 24, 2018",5,financial-markets-global
Amazing to learn from such a knowledgeable professor.,By Akriti R,"May 07, 2018",5,financial-markets-global
"accessible, varied, high level insights, entertaining",By Floh T,"Feb 03, 2018",5,financial-markets-global
"Comprehensive, well presented and always interesting! ",By Petrus C J,"Sep 16, 2017",5,financial-markets-global
course era is an excellent platform for the students,By Alex B M,"Sep 24, 2020",5,financial-markets-global
exclent and very useful course to improve your skill,By ODAI T A,"Sep 17, 2020",5,financial-markets-global
Excellent material to learn how modern finance works,By Rafael D L,"Sep 09, 2020",5,financial-markets-global
Fantastic course. Prof. Shiller simply illuminating.,By Agostino N ,"Aug 29, 2020",5,financial-markets-global
"Truly inspiring, excellent course, love the professor.",By Hong X,"Apr 01, 2019",5,financial-markets-global
A really useful and must-do course for finance lovers.,By Alexandros G,"Mar 31, 2019",5,financial-markets-global
Very clear and interesting concepts. Great professor.,By Rubén A G E,"Oct 03, 2020",5,financial-markets-global
massively beneficial course with an amazing professor,By Marwan I,"Sep 21, 2020",5,financial-markets-global
Great course for understanding of finance in general.,By Guilherme C M,"Aug 29, 2020",5,financial-markets-global
it is very informative and a career beneficial course,By Paul V,"Aug 20, 2020",5,financial-markets-global
Great course and profesor Robert Shiller is excellent ,By Florencia G ,"Aug 16, 2020",5,financial-markets-global
Very interesting perspective on the financial market!,By Lucas O C,"Jun 29, 2020",5,financial-markets-global
Great insights but it's more of American perspective.,By ANUKRUTI G,"Jun 26, 2020",5,financial-markets-global
LOVE THIS COURSE AND LOOKING FORWARD TO TAKING MORE:),By Mariam A B ,"Jun 19, 2020",5,financial-markets-global
Its good and helps to improve the financial knowledge ,By RAJESHWARI R,"Jun 19, 2020",5,financial-markets-global
Nice and got more information about financial markets,By Jani W L,"Jun 10, 2020",5,financial-markets-global
"The Best way to spend free time, absolutely to try!!!",By Alessandro C,"May 15, 2020",5,financial-markets-global
Good course to have an overview of financial markets.,By Jose G C A,"May 07, 2020",5,financial-markets-global
Good course for basic financial markets understanding,By Shirish,"Mar 24, 2020",5,financial-markets-global
Thanks for such a meaning financial course like this. ,By huongbtt6,"Sep 10, 2019",5,financial-markets-global
Excelente curso para aprender de mercados financieros,By Jean I,"Nov 23, 2018",5,financial-markets-global
"like this course, really broaden my view of the world",By Dennis Z,"Jun 24, 2018",5,financial-markets-global
Amazing to learn from such a knowledgeable professor.,By Akriti R,"May 07, 2018",5,financial-markets-global
"accessible, varied, high level insights, entertaining",By Floh T,"Feb 03, 2018",5,financial-markets-global
"Comprehensive, well presented and always interesting! ",By Petrus C J,"Sep 16, 2017",5,financial-markets-global
course era is an excellent platform for the students,By Alex B M,"Sep 24, 2020",5,financial-markets-global
exclent and very useful course to improve your skill,By ODAI T A,"Sep 17, 2020",5,financial-markets-global
Excellent material to learn how modern finance works,By Rafael D L,"Sep 09, 2020",5,financial-markets-global
Fantastic course. Prof. Shiller simply illuminating.,By Agostino N ,"Aug 29, 2020",5,financial-markets-global
Good course. Both challenging and rewarding. Thanks!,By Sheri R ,"Aug 06, 2020",5,financial-markets-global
I really enjoyed and learned a lot from this course.,By Emmanuel K F,"Jun 08, 2020",5,financial-markets-global
Great course to learn about the Finance for beginner,By Suraj P,"Jun 01, 2020",5,financial-markets-global
Tiene mucha información muy valiosa y sumamente útil,By Juan P I M,"Jun 01, 2020",5,financial-markets-global
A great course to understand the basics of economics,By Jonathan S,"May 13, 2020",5,financial-markets-global
Great basis in order to understand financial markets,By Marek R,"Apr 28, 2019",5,financial-markets-global
Enjoyed my course throughly. Thanks to the professor,By Sunita V,"Apr 16, 2019",5,financial-markets-global
An interesting course with lots of great information,By Michael M,"Feb 23, 2019",5,financial-markets-global
Very insightful. The professor makes it even better!,By Aryan K,"Jun 27, 2018",5,financial-markets-global
Awesome!Open my mind about many subjects in finance.,By Luan M,"Jan 29, 2018",5,financial-markets-global
Excelente! Feliz de poder acceder a este contenido!,By Xavier A G,"Aug 29, 2020",5,financial-markets-global
"perfect course and very useful for my life , Thanks ",By ZIHENG W,"Aug 28, 2020",5,financial-markets-global
It was an amazing experience. I was wanting more!!!,By Ángela M A C,"Jun 05, 2020",5,financial-markets-global
The best course on finance with the best professor.,By Petko T,"May 19, 2020",5,financial-markets-global
"Excellent, vey interactive, easy going and helpful!",By Agustin G,"May 02, 2020",5,financial-markets-global
"Excellent course, hatts off to Professor SHILLER!!!",By AryaN,"Apr 28, 2020",5,financial-markets-global
"Just amazing, I couldn't ask for a better professor",By Jose D,"Mar 29, 2020",5,financial-markets-global
"Amazing course with an amazing teacher, incredible.",By Cristian K N,"Dec 27, 2019",5,financial-markets-global
Really great course! I would strongly reccomend it. ,By Richard F G B ,"Sep 13, 2019",5,financial-markets-global
Very good course ! Professor Shiller is incredible! ,By Baptiste M,"Mar 23, 2019",5,financial-markets-global
very interesting and great delivery of the material,By Shoola D,"Nov 03, 2018",5,financial-markets-global
"Excellent classes, it is a great course to begin!!!",By IGNACIO H,"Mar 04, 2018",5,financial-markets-global
"Interesting, inspiring and very useful informations",By Chun-Lin L,"Feb 04, 2018",5,financial-markets-global
This course was fantastic. Very deep  and complete,By Marcus V d S P,"Sep 19, 2020",5,financial-markets-global
Curso Excelente. Aprendi muito. Recomendo a todos!,By Henrique M C S,"Sep 04, 2020",5,financial-markets-global
this course help me a lot to improve my knowledge.,By Mohd A,"Jul 27, 2020",5,financial-markets-global
"Great course, obtained a great level of knowledge.",By Muhammad M H,"Jul 21, 2020",5,financial-markets-global
"excelente curso, aumento mi perspectiva financiera",By Gleen N,"Jul 20, 2020",5,financial-markets-global
It's an very usefull for students to get knowledge ,By NADEEM K,"Jul 08, 2020",5,financial-markets-global
Amazing course. one can learn without being tired.,By Kuldip S,"Jun 13, 2020",5,financial-markets-global
An excellent dive into world of financial markets. ,By Juris S,"Jun 05, 2020",5,financial-markets-global
Thank you. Very insightful and perfectly detailed.,By Nipoon A,"May 31, 2020",5,financial-markets-global
Excellent Course. Thank you very much Dr. Shiller.,By Artur I,"May 24, 2020",5,financial-markets-global
Superb Course! I'd like more of those on Coursera!,By Alramina M,"May 16, 2020",5,financial-markets-global
Excellent. Great to learn from a true professional,By Tim F,"Feb 09, 2020",5,financial-markets-global
Thoroughly enjoyed Shiller's lectures. Good stuff.,By Michael P,"Jul 16, 2018",5,financial-markets-global
Professor's depth of knowledge left me spellbound. ,By Apurv G,"Jun 06, 2018",5,financial-markets-global
"Love professor Shiller, thank you for your course!",By Maggie H,"Apr 28, 2018",5,financial-markets-global
All what you need to understand financial markets.,By Alrazihi T,"Apr 15, 2018",5,financial-markets-global
Great course which offers a broad view on finance.,By Ulrike S,"Feb 27, 2018",5,financial-markets-global
Excellent material and teacher explain very well.,By Alexandra J B R C,"Sep 14, 2020",5,financial-markets-global
One of the best course their on financial markets,By Akash Y,"Sep 12, 2020",5,financial-markets-global
"Great course, it covers a great variety of topics",By Pedro I,"Aug 25, 2020",5,financial-markets-global
Absolutely Brilliant course for finance beginners,By Debojyoti B,"Jul 16, 2020",5,financial-markets-global
very nice course thank u for offering this course,By SANDHIYA .,"Jul 11, 2020",5,financial-markets-global
"Wonderful, interesting course. I really liked it.",By Elena T,"Jul 06, 2020",5,financial-markets-global
Very comprehensive and a very engaging professor.,By Arthur v L,"May 31, 2020",5,financial-markets-global
Very useful course for finance students. Thankyou ,By shruti k,"May 23, 2020",5,financial-markets-global
Excellent! I really enjoyed it and learned a lot!,By Francisco N F C,"May 11, 2020",5,financial-markets-global
Curso Excelente. Aprendi muito. Recomendo a todos!,By Henrique M C S,"Sep 04, 2020",5,financial-markets-global
this course help me a lot to improve my knowledge.,By Mohd A,"Jul 27, 2020",5,financial-markets-global
"Great course, obtained a great level of knowledge.",By Muhammad M H,"Jul 21, 2020",5,financial-markets-global
"excelente curso, aumento mi perspectiva financiera",By Gleen N,"Jul 20, 2020",5,financial-markets-global
It's an very usefull for students to get knowledge ,By NADEEM K,"Jul 08, 2020",5,financial-markets-global
Amazing course. one can learn without being tired.,By Kuldip S,"Jun 13, 2020",5,financial-markets-global
An excellent dive into world of financial markets. ,By Juris S,"Jun 05, 2020",5,financial-markets-global
Thank you. Very insightful and perfectly detailed.,By Nipoon A,"May 31, 2020",5,financial-markets-global
Excellent Course. Thank you very much Dr. Shiller.,By Artur I,"May 24, 2020",5,financial-markets-global
Superb Course! I'd like more of those on Coursera!,By Alramina M,"May 16, 2020",5,financial-markets-global
Excellent. Great to learn from a true professional,By Tim F,"Feb 09, 2020",5,financial-markets-global
Thoroughly enjoyed Shiller's lectures. Good stuff.,By Michael P,"Jul 16, 2018",5,financial-markets-global
Professor's depth of knowledge left me spellbound. ,By Apurv G,"Jun 06, 2018",5,financial-markets-global
"Love professor Shiller, thank you for your course!",By Maggie H,"Apr 28, 2018",5,financial-markets-global
All what you need to understand financial markets.,By Alrazihi T,"Apr 15, 2018",5,financial-markets-global
Great course which offers a broad view on finance.,By Ulrike S,"Feb 27, 2018",5,financial-markets-global
Excellent material and teacher explain very well.,By Alexandra J B R C,"Sep 14, 2020",5,financial-markets-global
One of the best course their on financial markets,By Akash Y,"Sep 12, 2020",5,financial-markets-global
"Great course, it covers a great variety of topics",By Pedro I,"Aug 25, 2020",5,financial-markets-global
Absolutely Brilliant course for finance beginners,By Debojyoti B,"Jul 16, 2020",5,financial-markets-global
very nice course thank u for offering this course,By SANDHIYA .,"Jul 11, 2020",5,financial-markets-global
"Wonderful, interesting course. I really liked it.",By Elena T,"Jul 06, 2020",5,financial-markets-global
Very comprehensive and a very engaging professor.,By Arthur v L,"May 31, 2020",5,financial-markets-global
Very useful course for finance students. Thankyou ,By shruti k,"May 23, 2020",5,financial-markets-global
Excellent! I really enjoyed it and learned a lot!,By Francisco N F C,"May 11, 2020",5,financial-markets-global
Curso Excelente. Aprendi muito. Recomendo a todos!,By Henrique M C S,"Sep 04, 2020",5,financial-markets-global
this course help me a lot to improve my knowledge.,By Mohd A,"Jul 27, 2020",5,financial-markets-global
"Great course, obtained a great level of knowledge.",By Muhammad M H,"Jul 21, 2020",5,financial-markets-global
"excelente curso, aumento mi perspectiva financiera",By Gleen N,"Jul 20, 2020",5,financial-markets-global
It's an very usefull for students to get knowledge ,By NADEEM K,"Jul 08, 2020",5,financial-markets-global
Amazing course. one can learn without being tired.,By Kuldip S,"Jun 13, 2020",5,financial-markets-global
An excellent dive into world of financial markets. ,By Juris S,"Jun 05, 2020",5,financial-markets-global
Thank you. Very insightful and perfectly detailed.,By Nipoon A,"May 31, 2020",5,financial-markets-global
Excellent Course. Thank you very much Dr. Shiller.,By Artur I,"May 24, 2020",5,financial-markets-global
Superb Course! I'd like more of those on Coursera!,By Alramina M,"May 16, 2020",5,financial-markets-global
Excellent. Great to learn from a true professional,By Tim F,"Feb 09, 2020",5,financial-markets-global
Thoroughly enjoyed Shiller's lectures. Good stuff.,By Michael P,"Jul 16, 2018",5,financial-markets-global
Professor's depth of knowledge left me spellbound. ,By Apurv G,"Jun 06, 2018",5,financial-markets-global
"Love professor Shiller, thank you for your course!",By Maggie H,"Apr 28, 2018",5,financial-markets-global
All what you need to understand financial markets.,By Alrazihi T,"Apr 15, 2018",5,financial-markets-global
Great course which offers a broad view on finance.,By Ulrike S,"Feb 27, 2018",5,financial-markets-global
Excellent material and teacher explain very well.,By Alexandra J B R C,"Sep 14, 2020",5,financial-markets-global
One of the best course their on financial markets,By Akash Y,"Sep 12, 2020",5,financial-markets-global
"Great course, it covers a great variety of topics",By Pedro I,"Aug 25, 2020",5,financial-markets-global
Absolutely Brilliant course for finance beginners,By Debojyoti B,"Jul 16, 2020",5,financial-markets-global
very nice course thank u for offering this course,By SANDHIYA .,"Jul 11, 2020",5,financial-markets-global
"Wonderful, interesting course. I really liked it.",By Elena T,"Jul 06, 2020",5,financial-markets-global
Very comprehensive and a very engaging professor.,By Arthur v L,"May 31, 2020",5,financial-markets-global
Very useful course for finance students. Thankyou ,By shruti k,"May 23, 2020",5,financial-markets-global
Excellent! I really enjoyed it and learned a lot!,By Francisco N F C,"May 11, 2020",5,financial-markets-global
Its use full to finance marketing or business use,By KURVA M,"May 09, 2020",5,financial-markets-global
"Perfect, one of the best course in this category.",By Nimer W,"May 06, 2020",5,financial-markets-global
Extremely helpful for any aspiring financial mind,By Ritvik D,"Dec 14, 2019",5,financial-markets-global
The best course I followed on Coursera until now.,By Gabriel P,"Dec 02, 2019",5,financial-markets-global
IT'S AMAZING COURSE  I HAVE EVER BEEN BEEN FOUND.,By Rahul S,"Nov 03, 2019",5,financial-markets-global
Always a great experience to learn from the best!,By Nishant Y,"Dec 06, 2017",5,financial-markets-global
100% satisfied with the learning of this course.,By Nena S,"Sep 03, 2020",5,financial-markets-global
Best course on Finance that you can find online. ,By Ana L V,"Jul 07, 2020",5,financial-markets-global
Excellent course. Prof. Shiller is the greatest.,By Bruno H,"Jul 07, 2020",5,financial-markets-global
Time to learn about blockchain now. Amazing work,By Amirali a,"Jul 05, 2020",5,financial-markets-global
It is a really informative and enriching course.,By Esha A,"Jun 22, 2020",5,financial-markets-global
This was a very engaging and interesting course. ,By Comfort A,"May 19, 2020",5,financial-markets-global
It is a very interesting and informative course. ,By Suman D,"May 18, 2020",5,financial-markets-global
Excellent and enriching financial markets course,By CARLOS A M,"May 11, 2020",5,financial-markets-global
Incredible course and very nice to get iniciated,By Juan P C,"May 03, 2020",5,financial-markets-global
Ya one of the best courses and lecturer ever had,By Zahira F,"Apr 30, 2020",5,financial-markets-global
Wonderful course held by a remarkable professor.,By ENRICO S,"Apr 21, 2020",5,financial-markets-global
Thank you very much!!! This course was amazing)),By Elnur A ,"Apr 18, 2020",5,financial-markets-global
it was very informative through historical facts,By SAI K G,"Feb 28, 2020",5,financial-markets-global
"Excellent course, refreshing and well explaining",By Matthieu N ,"Sep 26, 2019",5,financial-markets-global
Great course with holistic overview of industry. ,By Trevor M,"Feb 19, 2019",5,financial-markets-global
Awesome course. Prof was great. I learnt a lot !,By Juliet W ,"Sep 25, 2017",5,financial-markets-global
Very interesting and the professor is fabulous!,By Nicolò S,"Sep 27, 2020",5,financial-markets-global
best every for real take the course it worth it ,By Robel H,"Sep 17, 2020",5,financial-markets-global
This course is so usefull to know about finance ,By 19UCMA028,"Aug 05, 2020",5,financial-markets-global
Its use full to finance marketing or business use,By KURVA M,"May 09, 2020",5,financial-markets-global
"Perfect, one of the best course in this category.",By Nimer W,"May 06, 2020",5,financial-markets-global
Extremely helpful for any aspiring financial mind,By Ritvik D,"Dec 14, 2019",5,financial-markets-global
The best course I followed on Coursera until now.,By Gabriel P,"Dec 02, 2019",5,financial-markets-global
IT'S AMAZING COURSE  I HAVE EVER BEEN BEEN FOUND.,By Rahul S,"Nov 03, 2019",5,financial-markets-global
Always a great experience to learn from the best!,By Nishant Y,"Dec 06, 2017",5,financial-markets-global
100% satisfied with the learning of this course.,By Nena S,"Sep 03, 2020",5,financial-markets-global
Best course on Finance that you can find online. ,By Ana L V,"Jul 07, 2020",5,financial-markets-global
Excellent course. Prof. Shiller is the greatest.,By Bruno H,"Jul 07, 2020",5,financial-markets-global
Time to learn about blockchain now. Amazing work,By Amirali a,"Jul 05, 2020",5,financial-markets-global
It is a really informative and enriching course.,By Esha A,"Jun 22, 2020",5,financial-markets-global
This was a very engaging and interesting course. ,By Comfort A,"May 19, 2020",5,financial-markets-global
It is a very interesting and informative course. ,By Suman D,"May 18, 2020",5,financial-markets-global
Excellent and enriching financial markets course,By CARLOS A M,"May 11, 2020",5,financial-markets-global
Incredible course and very nice to get iniciated,By Juan P C,"May 03, 2020",5,financial-markets-global
Ya one of the best courses and lecturer ever had,By Zahira F,"Apr 30, 2020",5,financial-markets-global
Wonderful course held by a remarkable professor.,By ENRICO S,"Apr 21, 2020",5,financial-markets-global
Thank you very much!!! This course was amazing)),By Elnur A ,"Apr 18, 2020",5,financial-markets-global
it was very informative through historical facts,By SAI K G,"Feb 28, 2020",5,financial-markets-global
"Excellent course, refreshing and well explaining",By Matthieu N ,"Sep 26, 2019",5,financial-markets-global
Great course with holistic overview of industry. ,By Trevor M,"Feb 19, 2019",5,financial-markets-global
Awesome course. Prof was great. I learnt a lot !,By Juliet W ,"Sep 25, 2017",5,financial-markets-global
Very interesting and the professor is fabulous!,By Nicolò S,"Sep 27, 2020",5,financial-markets-global
best every for real take the course it worth it ,By Robel H,"Sep 17, 2020",5,financial-markets-global
This course is so usefull to know about finance ,By 19UCMA028,"Aug 05, 2020",5,financial-markets-global
Its use full to finance marketing or business use,By KURVA M,"May 09, 2020",5,financial-markets-global
"Perfect, one of the best course in this category.",By Nimer W,"May 06, 2020",5,financial-markets-global
Extremely helpful for any aspiring financial mind,By Ritvik D,"Dec 14, 2019",5,financial-markets-global
The best course I followed on Coursera until now.,By Gabriel P,"Dec 02, 2019",5,financial-markets-global
IT'S AMAZING COURSE  I HAVE EVER BEEN BEEN FOUND.,By Rahul S,"Nov 03, 2019",5,financial-markets-global
Always a great experience to learn from the best!,By Nishant Y,"Dec 06, 2017",5,financial-markets-global
100% satisfied with the learning of this course.,By Nena S,"Sep 03, 2020",5,financial-markets-global
Best course on Finance that you can find online. ,By Ana L V,"Jul 07, 2020",5,financial-markets-global
Excellent course. Prof. Shiller is the greatest.,By Bruno H,"Jul 07, 2020",5,financial-markets-global
Time to learn about blockchain now. Amazing work,By Amirali a,"Jul 05, 2020",5,financial-markets-global
It is a really informative and enriching course.,By Esha A,"Jun 22, 2020",5,financial-markets-global
This was a very engaging and interesting course. ,By Comfort A,"May 19, 2020",5,financial-markets-global
It is a very interesting and informative course. ,By Suman D,"May 18, 2020",5,financial-markets-global
Excellent and enriching financial markets course,By CARLOS A M,"May 11, 2020",5,financial-markets-global
Incredible course and very nice to get iniciated,By Juan P C,"May 03, 2020",5,financial-markets-global
Ya one of the best courses and lecturer ever had,By Zahira F,"Apr 30, 2020",5,financial-markets-global
Wonderful course held by a remarkable professor.,By ENRICO S,"Apr 21, 2020",5,financial-markets-global
Thank you very much!!! This course was amazing)),By Elnur A ,"Apr 18, 2020",5,financial-markets-global
it was very informative through historical facts,By SAI K G,"Feb 28, 2020",5,financial-markets-global
